nummer1,klantnummer,klantnaam,periode,datum,fk,prdkode,prdomschr,totaal,tnetto,aantal,eenheid,stukprijs,btwperc,lotnr,vervaldat,factuurregime,betaald_kas,lijnperc,lijntotnetto
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","27073","Rabeko Konfituur Frambozen SV",1615.40,1523.96,1.00,"",3.16,6.0,"",-  -,3,0.00,0,3.16
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","27077","Rabeko Konfituur Rode Bessen S",1615.40,1523.96,1.00,"",2.74,6.0,"",-  -,3,0.00,0,2.74
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","29917","scampi  21/25 Gepeld en ontdar",1615.40,1523.96,1.00,"VE",9.25,6.0,"0000029917253885",06-04-2027,3,0.00,0,9.25
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","41142","Kabeljauwhaasjes  extra 180-22",1615.40,1523.96,1.00,"KG",17.90,6.0,"0000041142255558",01-05-2027,3,0.00,0,17.90
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","80075","BECKERS Chilisaus 700ml",1615.40,1523.96,1.00,"pak",5.77,6.0,"0000080075254499",01-04-2027,3,0.00,0,5.77
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","82756","Botercroissant recht 10st",1615.40,1523.96,0.13,"KART",56.99,6.0,"0000082756254484",30-06-2026,3,0.00,0,7.41
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","92004","Bolognese Classico saus D'lis",1615.40,1523.96,1.00,"VE",7.03,6.0,"0000092004254779",31-07-2027,3,0.00,0,7.03
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","92035","Arabiata saus H10",1615.40,1523.96,1.00,"VE",6.45,6.0,"0000092035241984",20-02-2026,3,0.00,0,6.45
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260027 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","17706","Kippenonderbouten",1615.40,1523.96,1.18,"kg",4.32,6.0,"0000017706253331",25-06-2027,3,0.00,0,5.10
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","66383","Taart appel compote gesn",1615.40,1523.96,1.00,"pak",5.32,6.0,"0000066383254358",18-02-2027,3,0.00,0,5.32
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","74207","Pastel de nata 12 st",1615.40,1523.96,0.20,"KART",29.54,6.0,"",-  -,3,0.00,0,5.91
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","84235","Witte stokbroodjes120gr 6 st",1615.40,1523.96,0.11,"KART",21.69,6.0,"0000084235255071",01-08-2026,3,0.00,0,2.39
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260028 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","06089","Kervelkruiden gehakt",1615.40,1523.96,1.00,"pak",3.18,6.0,"0000006089244426",31-08-2027,3,0.00,0,3.18
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","41142","Kabeljauwhaasjes  extra 180-22",1615.40,1523.96,1.00,"KG",17.90,6.0,"0000041142255558",01-05-2027,3,0.00,0,17.90
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","99369","scharrolletjes 40-60GR",1615.40,1523.96,1.00,"VE",7.63,6.0,"0000099369256136",20-12-2026,3,0.00,0,7.63
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260029 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","23301","Kikkerbillen 13/15 1 kg",1615.40,1523.96,2.00,"pak",10.88,6.0,"0000023301255297",15-06-2027,3,0.00,0,21.76
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260030 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","29919","scampi 16/20 easypeel ontdarmd",1615.40,1523.96,1.00,"pak",11.90,6.0,"0000029919255771",31-07-2027,3,0.00,0,11.90
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","76722","Gebakje citroen Pasquier 5 x 1",1615.40,1523.96,1.00,"pak",10.91,6.0,"0000076722254978",10-03-2027,3,0.00,0,10.91
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260031 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","29919","scampi 16/20 easypeel ontdarmd",1615.40,1523.96,1.00,"pak",11.90,6.0,"0000029919255771",31-07-2027,3,0.00,0,11.90
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260032 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","82680","Boterkoek zonder rozijnen 10 s",1615.40,1523.96,0.50,"KART",52.37,6.0,"0000082680255405",31-08-2026,3,0.00,0,26.19
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260033 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","24120","Bruschetta's tomaat chorizo 8s",1615.40,1523.96,3.00,"pak",9.76,6.0,"0000024120255756",04-01-2027,3,0.00,0,29.28
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260034 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","01082","Boschampignons mengeling",1615.40,1523.96,1.00,"VE",2.35,6.0,"00000010822546231719",01-03-2028,3,0.00,0,2.35
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","07000","Aardbeien 1 kg pinguin",1615.40,1523.96,1.00,"pak",3.65,6.0,"0000007000253016",29-11-2027,3,0.00,0,3.65
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","07958","Bosbessen Myrtillen",1615.40,1523.96,1.00,"KG",4.94,6.0,"0000007958252615",13-09-2027,3,0.00,0,4.94
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260035 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","01042","Asperges groen",1615.40,1523.96,1.00,"pak",7.76,6.0,"0000001042252248",14-04-2027,3,0.00,0,7.76
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","29917","scampi  21/25 Gepeld en ontdar",1615.40,1523.96,3.00,"VE",9.25,6.0,"0000029917253885",06-04-2027,3,0.00,0,27.75
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","35491","PrimPom Classic 7/7mm thin fri",1615.40,1523.96,2.50,"KG",2.03,6.0,"0000035491253814",28-02-2027,3,0.00,0,5.08
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","38801","Inktvistubes u5 extra mals",1615.40,1523.96,1.00,"pak",6.93,6.0,"0000038801254718",31-12-2027,3,0.00,0,6.93
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260036 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","41142","Kabeljauwhaasjes  extra 180-22",1615.40,1523.96,1.00,"KG",17.90,6.0,"0000041142255558",01-05-2027,3,0.00,0,17.90
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260037 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","02320","Heinz tomato ketchup squeeze 8",1615.40,1523.96,1.00,"",5.75,6.0,"0000002320255276",01-08-2026,3,0.00,0,5.75
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","35426","PrimPom Kroket",1615.40,1523.96,0.08,"KART",18.02,6.0,"0000035426255733",17-08-2027,3,0.00,0,1.44
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","35492","Primpom Duchesse Lutosa 750gr",1615.40,1523.96,0.08,"KART",24.16,6.0,"0000035492255733",07-02-2027,3,0.00,0,1.93
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","74784","Chocolademousse PORTIE",1615.40,1523.96,0.20,"KART",24.30,6.0,"0000074784255066",05-09-2026,3,0.00,0,4.86
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","74785","Tiramisu potjes",1615.40,1523.96,0.20,"KART",31.76,6.0,"0000074785253994",17-07-2026,3,0.00,0,6.35
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260038 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","12206","varkens wangetjes",1615.40,1523.96,2.19,"kg",9.63,6.0,"0000012206251939",10-03-2027,3,0.00,0,21.09
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","17197","Kipfilet ham-kaas",1615.40,1523.96,1.00,"pak",13.00,6.0,"0000017197255652",18-05-2026,3,0.00,0,13.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","43575","Gratin Dauphinois Broccoli 15s",1615.40,1523.96,1.00,"pak",10.39,6.0,"0000043575255779",08-04-2027,3,0.00,0,10.39
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","82681","Chocoladebroodje 10 st",1615.40,1523.96,0.13,"KART",55.81,6.0,"0000082681255636",26-09-2026,3,0.00,0,7.26
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","97740","Minigratin Aardpeer/Pastinaak",1615.40,1523.96,1.00,"pak",6.59,6.0,"0000097740255779",24-04-2027,3,0.00,0,6.59
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260039 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","40802","Rivierpaling Nieuw Zeeland  1",1615.40,1523.96,2.00,"pak",20.59,6.0,"0000040802255023",30-03-2028,3,0.00,0,41.18
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260040 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","01082","Boschampignons mengeling",1615.40,1523.96,1.00,"VE",2.35,6.0,"00000010822546231719",01-03-2028,3,0.00,0,2.35
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","05270","Broccoli mix 1 kg pinguin",1615.40,1523.96,1.00,"pak",1.98,6.0,"",-  -,3,0.00,0,1.98
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","10008","Cote à l'os",1615.40,1523.96,1.30,"KG",18.15,6.0,"0000010008250953",12-08-2026,3,0.00,0,23.60
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","12246","varkenshammetje gebakken",1615.40,1523.96,0.17,"KART",74.69,6.0,"0000012246252729",30-05-2026,3,0.00,0,12.70
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","20800","2+2 gratis Margherita",1615.40,1523.96,0.17,"KART",45.02,6.0,"",-  -,3,0.00,0,7.65
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","20800","2+2 gratis Margherita",1615.40,1523.96,0.08,"KART",0.00,6.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","35496","Primpom Friet Belgische Lutosa",1615.40,1523.96,0.10,"KART",19.50,6.0,"0000035496255216",09-07-2027,3,0.00,0,1.95
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","36614","Zeevruchtenmix",1615.40,1523.96,1.00,"VE",8.80,6.0,"0000036614254884",31-07-2027,3,0.00,0,8.80
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","40802","Rivierpaling Nieuw Zeeland  1",1615.40,1523.96,1.00,"pak",20.59,6.0,"0000040802255023",30-03-2028,3,0.00,0,20.59
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","76721","gebakje framboos Pasquier 5x 1",1615.40,1523.96,1.00,"pak",11.85,6.0,"0000076721254743",28-01-2027,3,0.00,0,11.85
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","96055","aperitiefhapjes rond 24 st",1615.40,1523.96,1.00,"pak",8.58,6.0,"0000096055254450",29-10-2026,3,0.00,0,8.58
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260041 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","29024","Scampi gepeld 13/40 mengeling",1615.40,1523.96,1.00,"VE",3.93,6.0,"0000029024255085",07-07-2027,3,0.00,0,3.93
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260042 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","11960","Rustiek rond brood bruin",1615.40,1523.96,0.07,"KART",28.01,6.0,"0000011960254331",24-06-2026,3,0.00,0,1.96
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","81070","Alpenbrood twistbrood zonneblo",1615.40,1523.96,0.08,"KART",23.41,6.0,"0000081070254997",12-09-2026,3,0.00,0,1.87
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","81767","Bagel Sesame Poppy",1615.40,1523.96,0.13,"KART",20.61,6.0,"0000081767255883",31-10-2026,3,0.00,0,2.68
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260043 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","83717","mini Bagnat mini mix 15 st",1615.40,1523.96,0.40,"KART",18.62,6.0,"0000083717255405",27-07-2026,3,0.00,0,7.45
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","83740","Bakkerssandwich 22 st",1615.40,1523.96,0.50,"KART",29.02,6.0,"0000083740255331",06-05-2026,3,0.00,0,14.51
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","99045","Houthakkersbrood bruin 800 gr",1615.40,1523.96,0.14,"KART",19.79,6.0,"0000099045255726",30-09-2026,3,0.00,0,2.77
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","99265","Houthakkersbrood wit 800 gr",1615.40,1523.96,0.14,"KART",19.79,6.0,"",-  -,3,0.00,0,2.77
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260044 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","24031","Mini kaasrolletje",1615.40,1523.96,1.00,"VE",8.59,6.0,"0000024031255072",23-11-2026,3,0.00,0,8.59
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","72026","Mini berlijnse bol gele room 3",1615.40,1523.96,1.00,"Pak",18.49,6.0,"0000072026255677",05-09-2026,3,0.00,0,18.49
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","81708","Soft MIni Mix 15 x 30g",1615.40,1523.96,0.20,"KART",18.62,6.0,"0000081708255883",30-11-2026,3,0.00,0,3.72
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260045 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","35507","Garnaaldoppen",1615.40,1523.96,1.00,"pak",3.73,6.0,"0000035507255527",31-01-2027,3,0.00,0,3.73
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260046 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","12210","carré ribben gemarineerd & voo",1615.40,1523.96,0.92,"kg",10.45,6.0,"0000012210254740",06-03-2027,3,0.00,0,9.61
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","83320","Pain bagnat wit 11 stuks",1615.40,1523.96,0.25,"KART",28.33,6.0,"0000083320255590",30-09-2026,3,0.00,0,7.08
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","96055","aperitiefhapjes rond 24 st",1615.40,1523.96,1.00,"pak",8.58,6.0,"0000096055254450",29-10-2026,3,0.00,0,8.58
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260047 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","74077","Mini berlijnse bol  hazelnoot",1615.40,1523.96,0.20,"KART",49.31,6.0,"0000074077254492",12-12-2026,3,0.00,0,9.86
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","78358","Mini pitta hawai",1615.40,1523.96,1.00,"VE",7.93,6.0,"0000078358255072",23-11-2026,3,0.00,0,7.93
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","83320","Pain bagnat wit 11 stuks",1615.40,1523.96,0.25,"KART",28.33,6.0,"0000083320255590",30-09-2026,3,0.00,0,7.08
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","99016","mini schelpje coquille 15st",1615.40,1523.96,1.00,"pak",9.15,6.0,"0000099016255072",23-11-2026,3,0.00,0,9.15
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260048 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","10118","Hamburger 4 stuks 200 gr. Iers",1615.40,1523.96,1.00,"pak",13.44,6.0,"0000010118255335",31-08-2026,3,0.00,0,13.44
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","83362","Hamburger Bun Rustic 12st",1615.40,1523.96,0.50,"KART",19.63,6.0,"0000083362255754",20-10-2026,3,0.00,0,9.82
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260049 datum",1615.40,1523.96,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260189,"10007","Verkopen freezeshop",1,05-01-2026," ","64755","actie 1 euro",1615.40,1523.96,1.00,"",0.94,6.0,"",-  -,3,0.00,0,0.94
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260050 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","71984","Mini donuts trio 9 st",717.91,677.27,2.00,"pak",3.77,6.0,"0000071984254820",21-01-2027,3,0.00,0,7.54
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","72415","mini eclairs  poppies",717.91,677.27,2.00,"pak",2.92,6.0,"0000072415254820",08-01-2027,3,0.00,0,5.84
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","72772","Mini Domino 16 stuks Poppies",717.91,677.27,1.00,"VE",4.44,6.0,"0000072772253759",31-10-2026,3,0.00,0,4.44
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260051 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","79449","Taart Aardbei met room",717.91,677.27,1.00,"pak",16.50,6.0,"0000079449244894",05-06-2026,3,0.00,0,16.50
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260052 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","82102","Ronde Suisse 6 st x 105gr",717.91,677.27,0.17,"KART",24.00,6.0,"0000082102255257",30-09-2026,3,0.00,0,4.08
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","82164","Chocoladekoek pudding",717.91,677.27,0.14,"KART",57.54,6.0,"0000082164255871",09-09-2026,3,0.00,0,8.06
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","82683","chocoladetwist met belgische c",717.91,677.27,0.20,"KART",60.53,6.0,"0000082683254484",31-07-2026,3,0.00,0,12.11
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","82685","Achtkoek boter 10 stuks",717.91,677.27,0.17,"KART",54.72,6.0,"0000082685254778",31-07-2026,3,0.00,0,9.30
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","82756","Botercroissant recht 10st",717.91,677.27,0.13,"KART",56.99,6.0,"0000082756254484",30-06-2026,3,0.00,0,7.41
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260053 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","12209","varkenshaasjes",717.91,677.27,1.00,"kg",8.00,6.0,"0000012209251938",20-08-2026,3,0.00,0,8.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","29920","scampi gepeld 16/20 ontdarmd",717.91,677.27,2.00,"pak",9.90,6.0,"",-  -,3,0.00,0,19.80
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260054 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","78202","Fleur de camembert",717.91,677.27,0.09,"KART",84.58,6.0,"0000078202256288",02-10-2026,3,0.00,0,7.61
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","952421","Wi Ice tea per blik",717.91,677.27,1.00,"",1.49,6.0,"",-  -,3,0.00,0,1.49
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","97786","Mini Pizza Apero",717.91,677.27,1.00,"VE",8.85,6.0,"0000097786254450",29-10-2026,3,0.00,0,8.85
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260055 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","05190","Tomatenkubus 1kg",717.91,677.27,3.00,"pak",1.99,6.0,"",-  -,3,0.00,0,5.97
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","42203","Ger. zalm 200 gr",717.91,677.27,1.00,"pak",6.94,6.0,"0000042203253707",19-05-2026,3,0.00,0,6.94
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","70901","Ijsblokjes 2kg",717.91,677.27,0.17,"KART",10.80,6.0,"0000070901256189",30-10-2028,3,0.00,0,1.84
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","","Kassaverkoop     260056 datum",717.91,677.27,0.00,"",0.00,0.0,"",-  -,3,0.00,0,0.00
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","22275","Macarons de paris 12st",717.91,677.27,1.00,"pak",5.13,6.0,"0000022275255865",12-11-2026,3,0.00,0,5.13
260190,"10007","Verkopen freezeshop",1,05-01-2026," ","72405","slagroomsoesjes Poppies",717.91,677.27,1.00,"pak",2.34,6.0,"0000072405255524",13-02-2027,3,0.00,0,2.34
